Postcode,Latitude,Longitude,Total Crimes
10310,40.628169,-74.116997,33
10314,40.613604,-74.115988,0
10314,40.618439,-74.132645,2
10301,40.641595,-74.085135,1
10308,40.557876,-74.155356,0
10307,40.508284,-74.243428,0
10301,40.613721,-74.099626,0
10312,40.543083,-74.182299,0
10306,40.575665,-74.101624,2
10305,40.597679,-74.071529,5
10301,40.640686,-74.095378,0
10301,40.640686,-74.095378,0
10301,40.640686,-74.095378,2
10306,40.574044,-74.109282,6
10312,40.552523,-74.169464,4
10314,40.581315,-74.158589,0
10314,40.581315,-74.158589,0
10314,40.581315,-74.158589,0
10314,40.581315,-74.158589,17
10303,40.63179,-74.156439,5
10310,40.628558,-74.107148,3
10305,40.59377,-74.08058,4
10304,40.60223,-74.091355,2
10304,40.620347,-74.081643,19
10306,40.561691,-74.124622,0
10302,40.622596,-74.14497,16
10305,40.582744,-74.088509,0
10308,40.55258,-74.13706,1
10314,40.603232,-74.137981,2
10312,40.536639,-74.163815,1
10309,40.542246,-74.214002,0
10304,40.611508,-74.083177,1
10314,40.583139,-74.161862,1
10301,40.64789,-74.083406,0
10314,40.610087,-74.162216,3
10301,40.634009,-74.097826,25
10314,40.591468,-74.156705,0
10304,40.603484,-74.091237,1
10314,40.593005,-74.158988,5
10312,40.54438,-74.197897,1
10306,40.569393,-74.107737,0
10306,40.569393,-74.107737,0
10306,40.569393,-74.107737,53
10306,40.567873,-74.115373,0
10302,40.634573,-74.141818,70
10301,40.644735,-74.081222,95
10312,40.528092,-74.192032,0
10312,40.528092,-74.192032,0
10312,40.528092,-74.192032,39
10314,40.596803,-74.124227,62
10304,40.610868,-74.087379,2
10301,40.642793,-74.07873,27
10304,40.620534,-74.077266,8
10309,40.508809,-74.222403,0
10309,40.508809,-74.222403,0
10309,40.508809,-74.222403,62
11101,40.739483,-73.928904,0
10301,40.634032,-74.078611,1
10301,40.639087,-74.079922,5
10308,40.56397,-74.150885,1
10314,40.620676,-74.164277,1
10301,40.608517,-74.102078,12
10451,40.818816,-73.91901,2
10456,40.833665,-73.902499,0
10456,40.833665,-73.902499,0
10456,40.833665,-73.902499,15
10457,40.849897,-73.892289,5
10457,40.840891,-73.898166,0
10457,40.840891,-73.898166,0
10457,40.840891,-73.898166,0
10457,40.840891,-73.898166,8
10455,40.813728,-73.908886,1
10460,40.840755,-73.881707,4
10463,40.881066,-73.905366,1
10458,40.872612,-73.883574,6
10458,40.857067,-73.898936,0
10452,40.839378,-73.925714,1
10461,40.840145,-73.844419,30
10461,40.835779,-73.825735,3
10453,40.85881,-73.909746,0
10453,40.85881,-73.909746,0
10453,40.85881,-73.909746,5
10470,40.902205,-73.854829,3
10451,40.816406,-73.92329,1
10470,40.899295,-73.8675,1
10467,40.870002,-73.878875,2
10466,40.887582,-73.859733,0
10456,40.833131,-73.914027,0
10456,40.833131,-73.914027,0
10456,40.833131,-73.914027,66
10457,40.85294,-73.894742,0
10463,40.887111,-73.913697,2
10455,40.812619,-73.906063,0
10453,40.854701,-73.913197,0
10453,40.854701,-73.913197,0
10453,40.854701,-73.913197,13
10455,40.813517,-73.913402,9
10457,40.848057,-73.903522,0
10451,40.821515,-73.917279,2
10454,40.80937,-73.917584,2
10458,40.852103,-73.885935,0
10468,40.86185,-73.90176,3
10460,40.850561,-73.883743,0
10451,40.827304,-73.91767,2
10472,40.829344,-73.850428,0
10463,40.880263,-73.910466,8
10459,40.817512,-73.898212,0
10459,40.817512,-73.898212,0
10459,40.817512,-73.898212,31
10454,40.809534,-73.919903,0
10454,40.809534,-73.919903,0
10454,40.809534,-73.919903,9
10467,40.874313,-73.868157,3
10457,40.838288,-73.902987,1
10454,40.806351,-73.921196,5
10457,40.842084,-73.891116,0
10457,40.842084,-73.891116,0
10457,40.842084,-73.891116,12
10458,40.859034,-73.886913,9
10458,40.866827,-73.890725,0
10472,40.832902,-73.866848,5
10474,40.814425,-73.886953,6
10454,40.810085,-73.923102,0
10454,40.810085,-73.923102,0
11385,40.699516,-73.90214,5
10454,40.810085,-73.923102,4
10460,40.834157,-73.887512,0
10460,40.834157,-73.887512,0
10460,40.834157,-73.887512,1
10455,40.815429,-73.902139,0
10455,40.815429,-73.902139,0
10455,40.815429,-73.902139,6
10456,40.832866,-73.911418,13
10458,40.864527,-73.887829,4
10456,40.836404,-73.905014,0
10456,40.836404,-73.905014,0
10456,40.836404,-73.905014,4
10467,40.875156,-73.875217,1
10457,40.848472,-73.888561,0
10457,40.848472,-73.888561,0
10457,40.848472,-73.888561,1
10457,40.846162,-73.899264,0
10457,40.852774,-73.893524,2
10459,40.820403,-73.898912,0
10459,40.820403,-73.898912,0
10459,40.820403,-73.898912,1
10460,40.836575,-73.892817,0
10460,40.836575,-73.892817,0
10460,40.836575,-73.892817,6
10455,40.814031,-73.900609,4
10456,40.830995,-73.902705,5
10452,40.840096,-73.915569,0
10452,40.840096,-73.915569,0
10452,40.840096,-73.915569,0
10452,40.840096,-73.915569,3
10453,40.858103,-73.907972,3
10454,40.807335,-73.912731,0
10454,40.807335,-73.912731,0
10457,40.846711,-73.889815,2
10454,40.807335,-73.912731,4
10460,40.831165,-73.887094,0
10460,40.831165,-73.887094,0
10460,40.831165,-73.887094,10
10460,40.843945,-73.884788,0
10460,40.843945,-73.884788,0
10460,40.843945,-73.884788,14
10466,40.891732,-73.838471,5
10473,40.816693,-73.860904,2
10457,40.844253,-73.907616,2
10461,40.845787,-73.829829,6
10465,40.822604,-73.818247,2
10452,40.832706,-73.926838,2
10474,40.815477,-73.88577,0
10474,40.815477,-73.88577,0
10474,40.815477,-73.88577,16
10459,40.822719,-73.889435,5
10469,40.869593,-73.861282,9
10472,40.830691,-73.877743,0
10472,40.830691,-73.877743,0
10472,40.830691,-73.877743,11
10469,40.878577,-73.851163,6
10453,40.854872,-73.903458,0
10453,40.854872,-73.903458,0
10453,40.854872,-73.903458,0
10453,40.854872,-73.903458,6
10467,40.877202,-73.881773,0
10462,40.837524,-73.8548,2
10467,40.877202,-73.881773,30
10471,40.903553,-73.905229,2
10453,40.849623,-73.91607,0
10453,40.849623,-73.91607,0
10453,40.849623,-73.91607,0
10453,40.849623,-73.91607,10
10462,40.849395,-73.859249,4
10459,40.830589,-73.887587,4
10458,40.8591,-73.894946,0
10468,40.869835,-73.89874,2
10466,40.895104,-73.845968,0
10456,40.837275,-73.913574,0
10469,40.863055,-73.859387,6
10456,40.831992,-73.91796,0
10456,40.831992,-73.91796,0
10456,40.831992,-73.91796,6
10473,40.821776,-73.876918,0
10473,40.821776,-73.876918,0
10473,40.821776,-73.876918,2
10467,40.880522,-73.87572,3
10463,40.882898,-73.891256,0
10463,40.882898,-73.891256,0
10463,40.882898,-73.891256,6
10467,40.861371,-73.869296,0
10469,40.862839,-73.846791,1
10460,40.8359,-73.890458,0
10460,40.8359,-73.890458,0
10460,40.8359,-73.890458,0
10460,40.8359,-73.890458,0
10460,40.8359,-73.890458,24
10459,40.827315,-73.897612,0
10459,40.827315,-73.897612,0
10459,40.827315,-73.897612,27
10473,40.821409,-73.862976,2
10465,40.827471,-73.829753,0
10465,40.827471,-73.829753,0
10465,40.827471,-73.829753,0
10465,40.827471,-73.829753,1
10460,40.837631,-73.866036,0
10460,40.837631,-73.866036,0
10460,40.837631,-73.866036,0
10460,40.837631,-73.866036,0
10460,40.837631,-73.866036,5
10466,40.892151,-73.861466,4
10452,40.842943,-73.920563,2
10462,40.852398,-73.866617,1
10461,40.854726,-73.853227,1
10453,40.851414,-73.918533,5
10456,40.835286,-73.900751,0
10456,40.835286,-73.900751,0
10456,40.835286,-73.900751,1
10466,40.884343,-73.840254,8
10466,40.885008,-73.843193,1
10467,40.880873,-73.860904,0
10467,40.880873,-73.860904,0
10467,40.880873,-73.860904,0
10467,40.880873,-73.860904,0
10467,40.880873,-73.860904,46
10452,40.834749,-73.923081,6
10468,40.859752,-73.900161,0
10468,40.859752,-73.900161,0
10468,40.859752,-73.900161,12
10459,40.822443,-73.893902,0
10459,40.822443,-73.893902,0
10459,40.822443,-73.893902,0
10459,40.822443,-73.893902,19
10453,40.848516,-73.908427,0
10453,40.848516,-73.908427,0
10453,40.848516,-73.908427,7
10457,40.848339,-73.89308,16
10472,40.828518,-73.856569,5
10456,40.822474,-73.907194,9
10469,40.86608,-73.850982,4
10463,40.872895,-73.905244,0
10472,40.825403,-73.873666,0
10472,40.825403,-73.873666,0
10472,40.825403,-73.873666,25
10472,40.829232,-73.856734,0
10472,40.829232,-73.856734,0
10472,40.829232,-73.856734,25
10452,40.835784,-73.928324,3
10462,40.837931,-73.853524,0
10462,40.837931,-73.853524,0
10462,40.837931,-73.853524,6
10460,40.845878,-73.886184,0
10460,40.845878,-73.886184,0
10460,40.845878,-73.886184,6
10455,40.817721,-73.902421,0
10473,40.823526,-73.859662,0
10473,40.823526,-73.859662,0
10473,40.823526,-73.859662,32
10456,40.831827,-73.906607,0
11234,40.628659,-73.92793,0
10459,40.83132,-73.894794,2
10467,40.862109,-73.864577,0
10467,40.862109,-73.864577,0
10467,40.862109,-73.864577,0
10467,40.862109,-73.864577,0
10467,40.862109,-73.864577,16
10459,40.83182,-73.898075,14
10457,40.854493,-73.896717,0
10457,40.854493,-73.896717,0
10457,40.854493,-73.896717,17
10473,40.822665,-73.853366,3
10454,40.81004,-73.917792,0
10454,40.81004,-73.917792,0
10454,40.81004,-73.917792,0
10454,40.81004,-73.917792,5
10456,40.823289,-73.907948,2
10463,40.888338,-73.913486,13
10466,40.884953,-73.840524,0
10466,40.884953,-73.840524,0
10466,40.884953,-73.840524,0
10466,40.884953,-73.840524,0
10466,40.884953,-73.840524,9
10463,40.875911,-73.901099,0
10463,40.875911,-73.901099,0
10463,40.875911,-73.901099,13
10469,40.863735,-73.83607,0
10469,40.863735,-73.83607,0
10469,40.863735,-73.83607,43
10456,40.827941,-73.914374,0
10456,40.827941,-73.914374,0
10456,40.827941,-73.914374,0
10456,40.827941,-73.914374,0
10456,40.827941,-73.914374,35
10456,40.825025,-73.906143,0
10456,40.825025,-73.906143,0
10456,40.825025,-73.906143,2
10457,40.840878,-73.904754,0
10457,40.840878,-73.904754,0
10457,40.840878,-73.904754,13
10456,40.833511,-73.90449,0
10456,40.833511,-73.90449,0
10456,40.833511,-73.90449,0
10456,40.833511,-73.90449,20
10454,40.813983,-73.920782,0
10454,40.813983,-73.920782,0
10454,40.813983,-73.920782,17
10459,40.82636,-73.894398,4
10451,40.82316,-73.921631,0
10451,40.82316,-73.921631,0
10451,40.82316,-73.921631,0
10451,40.82316,-73.921631,13
10472,40.824054,-73.880039,3
10475,40.872614,-73.833698,1
10454,40.808034,-73.926204,0
10454,40.808034,-73.926204,0
10454,40.808034,-73.926204,8
10455,40.811162,-73.909804,0
10455,40.811162,-73.909804,0
10455,40.811162,-73.909804,50
10451,40.823174,-73.923326,0
10451,40.823174,-73.923326,0
10451,40.823174,-73.923326,0
10451,40.823174,-73.923326,0
10456,40.819258,-73.908553,0
10456,40.827743,-73.900105,0
10456,40.827743,-73.900105,0
10456,40.827743,-73.900105,0
10456,40.827743,-73.900105,15
10458,40.855639,-73.892804,1
10475,40.864676,-73.824303,0
10475,40.864676,-73.824303,0
10475,40.864676,-73.824303,6
10455,40.814916,-73.905518,0
10455,40.815498,-73.91224,0
10455,40.815498,-73.91224,0
10455,40.815498,-73.91224,0
10455,40.815498,-73.91224,17
10457,40.851741,-73.898493,2
10456,40.828696,-73.917668,0
10456,40.828696,-73.917668,0
10456,40.828696,-73.917668,0
10456,40.828696,-73.917668,16
10460,40.839565,-73.880358,0
10460,40.839565,-73.880358,0
10460,40.839565,-73.880358,14
10466,40.881153,-73.839755,0
10452,40.844316,-73.913604,0
10453,40.848899,-73.909528,1
10473,40.814833,-73.85658,0
10473,40.814833,-73.85658,0
10473,40.814833,-73.85658,0
10473,40.814833,-73.85658,30
10464,40.843873,-73.785219,2
10475,40.875894,-73.833863,0
10475,40.875894,-73.833863,0
10475,40.875894,-73.833863,4
10475,40.87302,-73.833776,0
10475,40.87529,-73.833912,11
10473,40.818228,-73.856302,0
10451,40.813641,-73.925313,0
10451,40.813641,-73.925313,0
10451,40.813641,-73.925313,0
10451,40.813641,-73.925313,0
10451,40.813641,-73.925313,22
10456,40.818874,-73.905927,0
10456,40.818874,-73.905927,0
10456,40.818874,-73.905927,0
10456,40.818874,-73.905927,0
10456,40.818874,-73.905927,19
10475,40.883025,-73.830366,0
10475,40.883025,-73.830366,0
10475,40.883025,-73.830366,6
10465,40.826526,-73.818417,0
10465,40.826526,-73.818417,0
11236,40.635553,-73.91079,15
10465,40.826526,-73.818417,0
10465,40.826526,-73.818417,19
10457,40.843546,-73.889755,0
10457,40.843546,-73.889755,0
10457,40.843546,-73.889755,0
10457,40.843546,-73.889755,13
10462,40.834782,-73.846632,2
10456,40.828419,-73.900721,0
10456,40.828419,-73.900721,0
10456,40.828419,-73.900721,10
10458,40.855263,-73.881139,2
10468,40.859686,-73.906495,7
10458,40.856723,-73.897885,1
10457,40.8486,-73.893654,2
10453,40.852536,-73.921467,0
10453,40.852536,-73.921467,0
10453,40.852536,-73.921467,0
10453,40.852536,-73.921467,13
10457,40.846236,-73.887405,3
10452,40.835847,-73.920026,0
10452,40.842495,-73.916082,0
10452,40.842495,-73.916082,0
10452,40.842495,-73.916082,0
10458,40.858815,-73.890232,11
10453,40.854432,-73.905566,1
10458,40.861668,-73.891337,0
10452,40.838224,-73.927891,2
10462,40.854415,-73.863732,0
10453,40.851823,-73.91118,0
10453,40.851823,-73.91118,0
11218,40.640463,-73.977642,0
10453,40.851823,-73.91118,10
10468,40.869007,-73.89749,0
10463,40.874411,-73.902573,2
10466,40.887831,-73.852694,0
10466,40.887831,-73.852694,0
10466,40.887831,-73.852694,0
10466,40.887831,-73.852694,49
10463,40.879368,-73.909896,5
10459,40.820579,-73.893128,5
10456,40.827642,-73.904473,0
10456,40.827642,-73.904473,0
10456,40.827642,-73.904473,0
10456,40.827642,-73.904473,0
10456,40.827642,-73.904473,32
10459,40.823532,-73.898872,0
10459,40.823532,-73.898872,0
10459,40.823532,-73.898872,0
10459,40.823532,-73.898872,25
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
10461,40.840702,-73.838545,0
11220,40.632379,-74.009223,0
10461,40.840702,-73.838545,72
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,0
10457,40.840422,-73.91091,41
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,0
10469,40.859665,-73.861006,36
10472,40.831601,-73.878912,0
10468,40.870293,-73.898309,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,0
10472,40.831601,-73.878912,33
10472,40.831416,-73.877785,0
10472,40.831416,-73.877785,0
10472,40.831416,-73.877785,18
10467,40.875953,-73.86197,0
11235,40.58792,-73.940532,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,0
10467,40.875953,-73.86197,68
10468,40.870293,-73.898309,0
10468,40.870293,-73.898309,0
10468,40.870293,-73.898309,0
10468,40.870293,-73.898309,0
10468,40.870293,-73.898309,0
10468,40.870293,-73.898309,59
10458,40.860043,-73.888267,0
10457,40.850666,-73.886996,0
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,0
11205,40.693018,-73.953034,4
10458,40.860043,-73.888267,0
10458,40.860043,-73.888267,34
10468,40.882178,-73.88691,0
10468,40.882178,-73.88691,0
10468,40.882178,-73.88691,0
10468,40.882178,-73.88691,126
10468,40.87759,-73.89104,8
10456,40.821675,-73.903546,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
11225,40.664007,-73.94922,27
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
10473,40.82229,-73.856167,0
11226,40.64859,-73.957138,1
10473,40.82229,-73.856167,84
10475,40.874091,-73.833904,0
10475,40.874091,-73.833904,0
10475,40.874091,-73.833904,42
10451,40.827607,-73.918681,11
10457,40.844958,-73.89705,6
10455,40.81825,-73.91103,0
10455,40.81825,-73.91103,0
10455,40.81825,-73.91103,12
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10456,40.821675,-73.903546,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,0
10463,40.877105,-73.912256,117
10462,40.84473,-73.858207,0
10462,40.84473,-73.858207,0
10462,40.84473,-73.858207,1
10451,40.818232,-73.919867,0
10451,40.818232,-73.919867,0
10451,40.818232,-73.919867,0
10451,40.818232,-73.919867,0
10451,40.818232,-73.919867,24
10456,40.821675,-73.903546,0
10456,40.821675,-73.903546,0
10456,40.821675,-73.903546,15
10455,40.810803,-73.907015,0
10455,40.810803,-73.907015,0
10455,40.810803,-73.907015,0
11218,40.638686,-73.971651,5
10455,40.810803,-73.907015,0
10455,40.810803,-73.907015,10
10458,40.855698,-73.882715,0
10458,40.855698,-73.882715,0
10458,40.855698,-73.882715,0
10458,40.855698,-73.882715,0
10458,40.855698,-73.882715,0
10458,40.855698,-73.882715,8
10475,40.883026,-73.833227,5
10461,40.842289,-73.838949,1
10451,40.82231,-73.923829,0
10451,40.82231,-73.923829,0
11236,40.64883,-73.907774,2
10451,40.82231,-73.923829,0
10451,40.82231,-73.923829,45
10463,40.878322,-73.906556,2
10453,40.856586,-73.916198,0
10459,40.83132,-73.894794,0
10462,40.851405,-73.865036,18
10468,40.865593,-73.894758,1
10467,40.885116,-73.877679,0
10453,40.857842,-73.904202,0
10457,40.843588,-73.903236,25
10460,40.83087,-73.88626,5
10460,40.841794,-73.875366,38
10451,40.815938,-73.930386,0
10451,40.815938,-73.930386,0
10451,40.815938,-73.930386,58
10468,40.869296,-73.901525,0
10468,40.873938,-73.895382,0
10465,40.832117,-73.82749,0
10465,40.832117,-73.82749,0
10465,40.832117,-73.82749,0
10465,40.832117,-73.82749,0
10465,40.832117,-73.82749,0
10465,40.832117,-73.82749,0
10455,40.816532,-73.911747,0
10457,40.839244,-73.901316,0
10457,40.839244,-73.901316,0
10457,40.839244,-73.901316,0
10457,40.839244,-73.901316,30
10473,40.821146,-73.881479,0
10473,40.821146,-73.881479,0
10473,40.821146,-73.881479,14
10460,40.836356,-73.888361,20
10455,40.815878,-73.914404,0
11220,40.649042,-74.012289,0
11226,40.656183,-73.951583,0
11226,40.656183,-73.951583,0
11226,40.656183,-73.951583,0
11226,40.656183,-73.951583,7
11216,40.682663,-73.955338,3
11233,40.685695,-73.922463,2
11208,40.689697,-73.873109,0
11201,40.70071,-73.993241,3
11238,40.678297,-73.965541,0
11238,40.678297,-73.965541,0
11238,40.678297,-73.965541,0
11215,40.661061,-73.986534,2
11238,40.685491,-73.966291,3
11233,40.673073,-73.919594,0
11233,40.673073,-73.919594,0
11233,40.673073,-73.919594,9
11207,40.663673,-73.893754,0
11207,40.663673,-73.893754,0
11207,40.663673,-73.893754,6
11235,40.593521,-73.937672,0
11235,40.593521,-73.937672,0
11235,40.593521,-73.937672,8
11231,40.677343,-74.011558,4
11211,40.706023,-73.961476,0
11211,40.706023,-73.961476,0
11211,40.706023,-73.961476,2
11211,40.715351,-73.956716,0
11204,40.60754,-73.984661,0
11211,40.715351,-73.956716,0
11211,40.715351,-73.956716,4
11206,40.710609,-73.946977,1
11211,40.709647,-73.95465,0
11211,40.709647,-73.95465,0
11211,40.709647,-73.95465,0
11205,40.690765,-73.971376,0
11205,40.690765,-73.971376,0
11205,40.690765,-73.971376,7
11233,40.680727,-73.926597,6
11238,40.676774,-73.960058,0
11238,40.676774,-73.960058,0
11238,40.676774,-73.960058,3
11206,40.69407,-73.94756,0
11206,40.69407,-73.94756,3
11206,40.69407,-73.94756,0
11232,40.652701,-74.004743,3
11221,40.691037,-73.941342,0
11221,40.691037,-73.941342,0
11221,40.691037,-73.941342,4
11221,40.692126,-73.931731,0
11221,40.692126,-73.931731,0
11221,40.692126,-73.931731,0
11221,40.692126,-73.931731,13
11231,40.677564,-74.005166,0
11231,40.677564,-74.005166,0
11231,40.677564,-74.005166,0
11233,40.678049,-73.92032,0
11201,40.686951,-73.99806,0
11222,40.726587,-73.95427,0
11205,40.695633,-73.978215,4
11231,40.680445,-73.991949,0
11231,40.680445,-73.991949,0
11231,40.680445,-73.991949,9
11206,40.697152,-73.946641,0
11206,40.697152,-73.946641,0
11206,40.697152,-73.946641,0
11206,40.697152,-73.946641,0
11206,40.697152,-73.946641,11
11222,40.726135,-73.949649,0
11233,40.681896,-73.935963,0
11233,40.681896,-73.935963,0
11233,40.681896,-73.935963,7
11217,40.685264,-73.982639,5
11215,40.668916,-73.983195,0
11233,40.680463,-73.922264,0
11233,40.680463,-73.922264,0
11233,40.680463,-73.922264,5
11212,40.660306,-73.907355,3
11235,40.583125,-73.954037,5
11221,40.686592,-73.940747,3
11207,40.686746,-73.910693,0
11205,40.694633,-73.971165,0
11205,40.694633,-73.971165,0
11205,40.694633,-73.971165,6
11204,40.621871,-73.987396,0
11206,40.709941,-73.943641,0
11206,40.709941,-73.943641,0
11206,40.709941,-73.943641,0
11206,40.709941,-73.943641,20
11211,40.711704,-73.960275,4
11215,40.672015,-73.983947,2
11233,40.674103,-73.913273,0
11233,40.674103,-73.913273,0
11233,40.674103,-73.913273,16
11238,40.68505,-73.960659,0
11238,40.68505,-73.960659,0
11238,40.68505,-73.960659,3
11221,40.691274,-73.933697,0
11221,40.691274,-73.933697,0
11221,40.691274,-73.933697,0
11221,40.691274,-73.933697,18
11231,40.680149,-73.994938,2
11206,40.696733,-73.943652,0
11206,40.696733,-73.943652,0
11206,40.696733,-73.943652,0
11206,40.703624,-73.953146,20
11208,40.669387,-73.879614,0
11204,40.60754,-73.984661,0
11208,40.669387,-73.879614,0
11208,40.669387,-73.879614,7
11233,40.680318,-73.910644,0
11233,40.680318,-73.910644,0
11233,40.680318,-73.910644,0
11233,40.680318,-73.910644,12
11221,40.693313,-73.920666,3
11234,40.621224,-73.91287,0
11234,40.621224,-73.91287,0
11234,40.621224,-73.91287,19
11221,40.693161,-73.935765,5
11249,40.714785,-73.963,5
11238,40.682533,-73.968769,28
11237,40.700774,-73.91748,0
11215,40.660024,-73.987637,0
11215,40.660024,-73.987637,0
11215,40.660024,-73.987637,7
11224,40.578255,-73.979628,5
11203,40.661886,-73.93994,4
11226,40.656046,-73.953742,4
11216,40.679097,-73.94684,0
11220,40.64366,-74.008252,6
11223,40.595698,-73.97518,7
11204,40.60754,-73.984661,10
11223,40.601433,-73.986139,2
11230,40.621565,-73.965595,0
11224,40.57732,-73.971313,0
11214,40.597863,-73.991693,1
11209,40.63402,-74.029036,1
11209,40.618415,-74.028842,1
11219,40.632936,-74.00374,0
11221,40.693879,-73.913056,0
11215,40.663251,-73.981289,3
11208,40.681268,-73.884063,3
11222,40.723897,-73.942312,0
11221,40.70069,-73.927481,0
11221,40.70069,-73.927481,0
11221,40.70069,-73.927481,21
11228,40.61978,-74.000792,1
11205,40.688811,-73.971009,12
11236,40.642792,-73.908806,5
11236,40.635015,-73.897262,5
11237,40.697779,-73.916521,2
11205,40.692642,-73.958794,0
11205,40.692642,-73.958794,0
11205,40.692642,-73.958794,0
11236,40.643278,-73.896212,15
11205,40.692642,-73.958794,4
11210,40.625662,-73.938265,2
11204,40.623273,-73.978822,0
11237,40.703767,-73.922702,1
11215,40.667545,-73.991046,2
11222,40.719819,-73.948625,0
11222,40.719819,-73.948625,0
11222,40.719819,-73.948625,0
11222,40.719819,-73.948625,16
11228,40.624132,-74.018826,0
11214,40.604871,-73.995545,0
11218,40.648884,-73.975607,0
11219,40.641157,-73.993482,4
11211,40.71466,-73.946108,0
11203,40.65364,-73.933114,0
11232,40.651977,-74.006862,0
11232,40.651977,-74.006862,0
11232,40.651977,-74.006862,4
11233,40.682458,-73.917088,2
11216,40.67438,-73.951443,0
11226,40.641937,-73.965523,2
11231,40.68007,-74.001377,0
11231,40.68007,-74.001377,0
11231,40.68007,-74.001377,8
11206,40.701692,-73.932338,3
11206,40.705204,-73.939407,0
11206,40.705204,-73.939407,0
11206,40.705204,-73.939407,9
11206,40.698869,-73.945042,1
11207,40.669719,-73.892822,6
11212,40.66896,-73.904726,4
11207,40.693293,-73.90864,3
11210,40.632562,-73.954724,0
11210,40.633232,-73.954655,0
11210,40.633232,-73.954655,3
11229,40.601617,-73.959779,0
11215,40.657472,-73.97618,2
11233,40.677415,-73.908734,4
11205,40.695417,-73.959571,3
11207,40.672579,-73.884803,0
11208,40.675766,-73.869469,2
11219,40.637322,-73.999215,0
11225,40.666181,-73.949013,0
11225,40.666181,-73.949013,0
11225,40.666181,-73.949013,0
11237,40.707229,-73.919805,2
11214,40.607234,-74.007199,2
11219,40.637486,-73.985955,0
11212,40.65744,-73.911053,12
11207,40.66011,-73.885387,0
11233,40.675024,-73.915778,5
11207,40.66011,-73.885387,0
11207,40.66011,-73.885387,0
11207,40.66011,-73.885387,13
11213,40.669001,-73.934635,0
11213,40.669001,-73.934635,0
11213,40.669001,-73.934635,1
11232,40.64629,-74.001903,0
11209,40.630843,-74.01913,2
11208,40.68618,-73.869625,0
11208,40.68618,-73.869625,0
11208,40.68618,-73.869625,3
11232,40.657914,-74.000652,0
11207,40.665798,-73.897723,0
11207,40.665798,-73.897723,0
11207,40.665798,-73.897723,0
11207,40.665798,-73.897723,5
11212,40.665878,-73.911705,0
11212,40.665878,-73.911705,0
11212,40.665878,-73.911705,39
11219,40.624611,-74.005378,0
11204,40.608604,-73.974847,0
11204,40.627029,-73.989672,0
11204,40.627029,-73.989672,0
11204,40.627029,-73.989672,1
11203,40.648215,-73.946374,11
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11214,40.587616,-73.985948,1
11212,40.660204,-73.913933,9
11212,40.659966,-73.904901,5
11209,40.623986,-74.033779,0
11214,40.611483,-73.994677,0
11224,40.577217,-74.000194,5
11212,40.665565,-73.926246,7
11207,40.662326,-73.894441,0
11207,40.662326,-73.894441,0
11207,40.662326,-73.894441,2
11233,40.672005,-73.924329,3
11204,40.629303,-73.979995,0
11210,40.621507,-73.950473,3
11229,40.596757,-73.933499,3
11235,40.579451,-73.943819,4
11206,40.708723,-73.940002,0
11206,40.708723,-73.940002,0
11206,40.708723,-73.940002,0
11210,40.612623,-73.951906,0
11210,40.612623,-73.951906,0
11210,40.612623,-73.951906,5
11210,40.63694,-73.937339,1
11230,40.616632,-73.963476,2
11214,40.603188,-74.001408,4
11228,40.618676,-74.012722,1
11208,40.666417,-73.876563,4
11234,40.621436,-73.925989,1
11228,40.614159,-74.006638,2
